	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
GNAS2	2.92721241281452e-168	0.459437813969203	0.98	0.909	7.50010364411337e-164	Melanocytes	GNAS
FAM210B	3.22036892693112e-168	0.360386086454048	0.461	0.156	8.2512292645829e-164	Melanocytes	FAM210B
ARHGDIA	5.23348279888327e-168	0.410330731563906	0.626	0.271	1.34092296272987e-163	Melanocytes	ARHGDIA
PSAP2	6.14383771329522e-168	0.437649841490252	0.872	0.577	1.5741740989005e-163	Melanocytes	PSAP
WARS1	1.26920846063504e-166	0.372441197656695	0.369	0.106	3.2519659178391e-162	Melanocytes	WARS
SCARB21	2.73649943683528e-166	0.357287154649155	0.528	0.196	7.01145885705935e-162	Melanocytes	SCARB2
TRAPPC6A	1.14853729805091e-165	0.298910243216593	0.424	0.134	2.94278226506604e-161	Melanocytes	TRAPPC6A
CLEC11A1	8.43813259826188e-165	0.302187588383966	0.435	0.136	2.16201833432666e-160	Melanocytes	CLEC11A
FASTK	2.28973277281969e-164	0.256078035564355	0.363	0.103	5.86675331051861e-160	Melanocytes	FASTK
AK2	6.81830771445438e-164	0.347044352165917	0.532	0.202	1.7469868025975e-159	Melanocytes	AK2
ATRAID	3.03330772521878e-163	0.405029898863343	0.68	0.32	7.77194105355555e-159	Melanocytes	ATRAID
CAPG1	1.22265071666335e-162	0.620497594011733	0.666	0.344	3.13267566623483e-158	Melanocytes	CAPG
NDUFC21	4.50592240207039e-162	0.46928640327173	0.829	0.549	1.15450743785848e-157	Melanocytes	NDUFC2
TMEM106B	5.93928673797326e-162	0.268308774673407	0.403	0.123	1.52176404800351e-157	Melanocytes	TMEM106B
ARMCX1	6.96044856039294e-162	0.264514443782365	0.359	0.101	1.78340613014388e-157	Melanocytes	ARMCX1
NDUFAF3	1.36704319518052e-161	0.353619945917063	0.493	0.18	3.50263807469152e-157	Melanocytes	NDUFAF3
CTNNB1	5.737720773375e-161	0.365606635926521	0.547	0.21	1.47011881655414e-156	Melanocytes	CTNNB1
S100A131	6.72996546020013e-161	0.388586634897712	0.695	0.304	1.72435175021248e-156	Melanocytes	S100A13
CAPNS1	1.26322309267769e-160	0.344421293691018	0.53	0.201	3.23663020805878e-156	Melanocytes	CAPNS1
ARPC1B1	2.08560768371672e-160	0.442078670837213	0.729	0.366	5.34374400721897e-156	Melanocytes	ARPC1B
SNW1	2.14124465195997e-160	0.402055338630236	0.56	0.232	5.48629704725184e-156	Melanocytes	SNW1
CALM3	3.53965803816666e-160	0.407243339932535	0.559	0.229	9.06931182539062e-156	Melanocytes	CALM3
SMC6	4.01273654969381e-160	0.26508333455295	0.342	0.095	1.02814335876255e-155	Melanocytes	SMC6
NSMCE1	8.26581119044693e-160	0.265754103189914	0.396	0.121	2.11786614321631e-155	Melanocytes	NSMCE1
DYNC1LI2	9.79339609427705e-160	0.371963253488592	0.563	0.226	2.50926394727567e-155	Melanocytes	DYNC1LI2
LAPTM4B	2.85916724543891e-159	0.314006959585182	0.472	0.164	7.32575831626357e-155	Melanocytes	LAPTM4B
SPCS2	6.92100523458131e-159	0.456414065217773	0.796	0.507	1.77329996120442e-154	Melanocytes	SPCS2
KRTCAP2	9.52279130502919e-159	0.452905037584866	0.812	0.52	2.43992958817458e-154	Melanocytes	KRTCAP2
ANXA52	1.19451018762828e-158	0.466656020929451	0.907	0.639	3.06057400274118e-154	Melanocytes	ANXA5
RTF2	2.5875462780424e-157	0.339041239411074	0.535	0.207	6.62981107360025e-153	Melanocytes	RTF2
DYNLRB1	2.98701924628137e-157	0.413478401150401	0.641	0.298	7.65334071282212e-153	Melanocytes	DYNLRB1
AKAP122	7.84926649888567e-157	0.284251613935026	0.395	0.117	2.01113906234449e-152	Melanocytes	AKAP12
TMEM258	2.00610893302379e-156	0.453172826548955	0.836	0.575	5.14005230819355e-152	Melanocytes	TMEM258
SEL1L	2.20176080663572e-156	0.270631395041409	0.378	0.113	5.64135153876204e-152	Melanocytes	SEL1L
FAAP20	4.68211957987108e-156	0.327255261518451	0.502	0.187	1.19965267875457e-151	Melanocytes	FAAP20
C7orf50	7.34802402376356e-156	0.25122251845592	0.347	0.098	1.8827107153687e-151	Melanocytes	C7orf50
TMEM14C	1.87943440416869e-155	0.429979593414202	0.665	0.32	4.81548683036102e-151	Melanocytes	TMEM14C
UFSP2	1.06644841212377e-154	0.266112766420762	0.357	0.105	2.73245412154352e-150	Melanocytes	UFSP2
SRP141	1.52772455082766e-154	0.361880180613049	0.985	0.927	3.91433584413064e-150	Melanocytes	SRP14
DBI1	5.62330516214008e-154	0.449025264516989	0.987	0.85	1.44080324864353e-149	Melanocytes	DBI
UACA1	5.11701504209936e-153	0.277961427239259	0.407	0.127	1.3110815940867e-148	Melanocytes	UACA
CFAP97	9.83420579675654e-153	0.326819999270912	0.484	0.177	2.51972020924496e-148	Melanocytes	CFAP97
HDDC2	1.53782825629765e-152	0.305050795029381	0.492	0.18	3.94022355828583e-148	Melanocytes	HDDC2
LAMTOR1	3.86236865975398e-151	0.386414746276065	0.66	0.313	9.89616098002164e-147	Melanocytes	LAMTOR1
MT-CYB	7.74026696031972e-151	0.386318667884226	1	0.996	1.98321120057312e-146	Melanocytes	MT-CYB
TXNL4A	1.16152147563133e-150	0.341875190683971	0.604	0.258	2.97605032486259e-146	Melanocytes	TXNL4A
POP5	1.61284633047308e-150	0.26785589645296	0.397	0.127	4.13243486793813e-146	Melanocytes	POP5
HES41	1.95042164275897e-149	0.291365918789178	0.45	0.151	4.99737033307704e-145	Melanocytes	HES4
SGK12	9.10898815544124e-149	0.410762031305223	0.704	0.341	2.33390494518715e-144	Melanocytes	SGK1
URM1	5.98219629909067e-148	0.254905802863825	0.356	0.107	1.53275833575301e-143	Melanocytes	URM1
CPEB2	1.51591467535373e-146	0.25088910368178	0.319	0.088	3.88407658119133e-142	Melanocytes	CPEB2
MIEN1	1.04651264042014e-145	0.278111755032116	0.438	0.152	2.68137468728448e-141	Melanocytes	MIEN1
YWHAH1	1.05954605125065e-145	0.361108063599197	0.629	0.279	2.71476889251443e-141	Melanocytes	YWHAH
LAMP2	5.10532980150414e-145	0.40623772498861	0.637	0.299	1.30808760174139e-140	Melanocytes	LAMP2
FCGRT2	1.63678398325577e-144	0.344136985623122	0.629	0.273	4.19376792189792e-140	Melanocytes	FCGRT
TGOLN2	2.3643667431423e-144	0.329657501430969	0.534	0.212	6.05798046927921e-140	Melanocytes	TGOLN2
TEX264	4.11416133859949e-143	0.304918373627999	0.458	0.168	1.05413041817596e-138	Melanocytes	TEX264
FIS1	1.29962341106965e-141	0.413627018144188	0.745	0.429	3.32989510384265e-137	Melanocytes	FIS1
NDUFA131	1.31373837734559e-141	0.411362941240241	0.931	0.758	3.36606047043487e-137	Melanocytes	NDUFA13
SEPTIN9	1.40913022708336e-141	0.316875441194675	0.481	0.183	3.61047346783298e-137	Melanocytes	SEPTIN9
PBRM1	2.92672912146326e-141	0.319648468381556	0.449	0.164	7.49886535501318e-137	Melanocytes	PBRM1
NT5C3A	2.18073912570935e-140	0.276648045783776	0.381	0.123	5.58748978789248e-136	Melanocytes	NT5C3A
CALD12	4.20536170670639e-140	0.343447897934199	0.874	0.571	1.07749777649231e-135	Melanocytes	CALD1
TCEAL4	5.55674886509739e-140	0.392998528111361	0.646	0.311	1.42375019421525e-135	Melanocytes	TCEAL4
LEPROT1	2.22768624050409e-139	0.365323840484613	0.63	0.293	5.70777768541959e-135	Melanocytes	LEPROT
CCDC1071	1.47178198252359e-138	0.261629081503005	0.427	0.146	3.77099979562194e-134	Melanocytes	CCDC107
IER3IP1	9.35025707509721e-137	0.326982837151203	0.555	0.237	2.39572286778141e-132	Melanocytes	IER3IP1
SKP1	1.35466170782611e-136	0.39326643437761	0.925	0.775	3.47091422779205e-132	Melanocytes	SKP1
NTAN1	2.84114500352102e-136	0.273697308623453	0.409	0.141	7.27958172802155e-132	Melanocytes	NTAN1
MRPL41	2.94548297230011e-136	0.372691864104434	0.639	0.308	7.54691647162734e-132	Melanocytes	MRPL41
EMP12	5.60652197042344e-136	0.440928926469832	0.875	0.601	1.43650305926189e-131	Melanocytes	EMP1
ITPR2	1.60542393032097e-135	0.289399860868939	0.402	0.137	4.11341719426838e-131	Melanocytes	ITPR2
ODF2L	1.08810100939754e-134	0.260734172935257	0.377	0.123	2.78793240627838e-130	Melanocytes	ODF2L
RNF13	1.90645003948101e-134	0.316313706824576	0.486	0.191	4.88470629115825e-130	Melanocytes	RNF13
MT-CO31	1.06542629376987e-133	0.393078884743841	1	0.996	2.72983524989715e-129	Melanocytes	MT-CO3
NDUFA41	7.85124934480703e-133	0.3897464489276	0.965	0.834	2.01164710712646e-128	Melanocytes	NDUFA4
DPM3	6.26731208418983e-132	0.280999028023896	0.432	0.156	1.60581070221112e-127	Melanocytes	DPM3
NDUFB21	2.0695608138502e-131	0.422669891743442	0.832	0.594	5.30262871724698e-127	Melanocytes	NDUFB2
CDK4	2.20469828578805e-131	0.280123953226768	0.438	0.16	5.64887794784613e-127	Melanocytes	CDK4
OPTN	1.02299054997499e-130	0.326488297705671	0.583	0.257	2.62110638714593e-126	Melanocytes	OPTN
TSG101	2.09931254032077e-130	0.250833206863019	0.414	0.145	5.37885859080989e-126	Melanocytes	TSG101
TSN	3.71098098235969e-130	0.259294196369807	0.394	0.135	9.508275473002e-126	Melanocytes	TSN
PCMT1	5.77504495157536e-130	0.343076714336629	0.54	0.238	1.47968201749264e-125	Melanocytes	PCMT1
NAXE	8.1926477550161e-130	0.293413795269619	0.446	0.169	2.09912020779022e-125	Melanocytes	NAXE
DPYSL23	1.15929682050307e-129	0.356042529329108	0.56	0.233	2.97035031349296e-125	Melanocytes	DPYSL2
VAMP2	1.33048623559126e-129	0.327784208682788	0.535	0.229	3.40897183283193e-125	Melanocytes	VAMP2
IFITM1	2.14819432058545e-129	0.349289804512775	0.348	0.111	5.50410348820404e-125	Melanocytes	IFITM1
SSR41	2.16753619905246e-129	0.396496273117972	0.888	0.743	5.55366124921222e-125	Melanocytes	SSR4
RHOB1	5.40348380434481e-129	0.370175127608331	0.627	0.288	1.38448062034923e-124	Melanocytes	RHOB
ATP6V1E1	1.95433347919719e-128	0.285734568858663	0.486	0.192	5.00739324039904e-124	Melanocytes	ATP6V1E1
TMEM219	4.13314876498921e-128	0.346011186690924	0.562	0.254	1.05899537656554e-123	Melanocytes	TMEM219
PARK7	3.29920068819196e-127	0.378667346444043	0.872	0.653	8.45321200328545e-123	Melanocytes	PARK7
NDUFB71	7.45946298363857e-127	0.388332614346232	0.815	0.534	1.91126360566788e-122	Melanocytes	NDUFB7
NGRN	1.12705015349818e-126	0.311922921502428	0.48	0.194	2.88772790329305e-122	Melanocytes	NGRN
MRPL331	2.43949081786396e-126	0.325826592535819	0.578	0.26	6.25046337353105e-122	Melanocytes	MRPL33
YIF1A	5.95486598207605e-126	0.278802100095878	0.478	0.189	1.52575576192753e-121	Melanocytes	YIF1A
NDUFB41	1.05173324423117e-125	0.401710255972575	0.868	0.663	2.6947509183691e-121	Melanocytes	NDUFB4
PUF60	7.5816402760005e-125	0.32694952016391	0.54	0.238	1.94256787151685e-120	Melanocytes	PUF60
ACTB1	5.54310394361454e-124	0.342631457738508	0.998	0.983	1.42025409243292e-119	Melanocytes	ACTB
SERPINB6	7.76979432581287e-123	0.286756776760087	0.438	0.166	1.99077670215977e-118	Melanocytes	SERPINB6
SMIM19	7.96937168038906e-123	0.270964388161327	0.452	0.175	2.04191241194928e-118	Melanocytes	SMIM19
SPTSSA1	3.67953899608808e-121	0.405587630711482	0.69	0.38	9.42771481577687e-117	Melanocytes	SPTSSA
S100A101	5.38571972137845e-120	0.31526233297047	0.998	0.963	1.37992910701159e-115	Melanocytes	S100A10
SYNE21	1.17244401498581e-118	0.39392743531378	0.665	0.33	3.00403605519664e-114	Melanocytes	SYNE2
GNB1	1.53950419581169e-118	0.322107665685978	0.61	0.293	3.94451765050871e-114	Melanocytes	GNB1
CD443	5.2663941537223e-118	0.282399620136328	0.965	0.808	1.34935551006673e-113	Melanocytes	CD44
ARL6IP4	8.66910682324281e-118	0.354979016050435	0.845	0.617	2.22119855025127e-113	Melanocytes	ARL6IP4
PITHD1	2.68154224803735e-117	0.305483149858624	0.5	0.216	6.87064754792131e-113	Melanocytes	PITHD1
RABAC11	3.88988047879459e-117	0.407137100160199	0.756	0.5	9.96665176276749e-113	Melanocytes	RABAC1
WDR83OS	6.45835897816818e-117	0.372394297791942	0.827	0.593	1.65476073738625e-112	Melanocytes	WDR83OS
MYL12A2	8.59996633012049e-117	0.378512502917674	0.915	0.8	2.20348337310347e-112	Melanocytes	MYL12A
VAMP3	1.6836237429982e-116	0.273736752895074	0.442	0.173	4.31378075430998e-112	Melanocytes	VAMP3
TMED9	2.34171353839504e-115	0.330332271108453	0.584	0.284	5.99993842807577e-111	Melanocytes	TMED9
PTPRA	2.82147073237131e-115	0.289830992119353	0.436	0.172	7.22917231048178e-111	Melanocytes	PTPRA
ETFB	1.43074773723139e-114	0.32378834515339	0.572	0.273	3.66586185233427e-110	Melanocytes	ETFB
ATP6AP2	4.92837459346031e-114	0.328226579390664	0.631	0.316	1.2627481383364e-109	Melanocytes	ATP6AP2
MT-CO11	9.05450355211493e-114	0.322067007659895	1	0.997	2.31994490012289e-109	Melanocytes	MT-CO1
STUB1	1.47658006170734e-113	0.327247493506232	0.568	0.275	3.78329343410654e-109	Melanocytes	STUB1
NAPA	6.11074099999806e-113	0.302961258630323	0.508	0.224	1.5656940590195e-108	Melanocytes	NAPA
CD151	6.47867519812717e-113	0.304635447164619	0.548	0.248	1.65996615926414e-108	Melanocytes	CD151
LAMTOR2	2.266935581331e-112	0.329373146015943	0.562	0.27	5.8083423464863e-108	Melanocytes	LAMTOR2
PLD3	2.4694314071882e-112	0.257594969097703	0.422	0.162	6.3271771514976e-108	Melanocytes	PLD3
NDUFB1	1.26577546976826e-111	0.391450524369167	0.717	0.444	3.24316990864024e-107	Melanocytes	NDUFB1
GTF2H5	4.06866233803898e-111	0.285569545442618	0.51	0.226	1.04247266425235e-106	Melanocytes	GTF2H5
DCTN2	5.12935072444734e-111	0.280038617279461	0.533	0.241	1.3142422426179e-106	Melanocytes	DCTN2
NDUFAB11	5.67980161828678e-111	0.354647033557962	0.665	0.356	1.45527877063744e-106	Melanocytes	NDUFAB1
NDFIP1	1.02882509894404e-110	0.289460512624667	0.51	0.224	2.63605566851442e-106	Melanocytes	NDFIP1
AP1S1	3.25694346316044e-110	0.253064176391681	0.429	0.169	8.34494054130969e-106	Melanocytes	AP1S1
CAVIN32	4.82891444544179e-110	0.280279383965112	0.465	0.188	1.2372644592111e-105	Melanocytes	CAVIN3
CAV21	1.97085915691648e-109	0.283808979542865	0.526	0.231	5.04973533185141e-105	Melanocytes	CAV2
ANXA4	1.62737712116806e-108	0.318451036445115	0.565	0.274	4.16966565985681e-104	Melanocytes	ANXA4
SLC25A3	3.01908985299907e-108	0.33865225454015	0.939	0.828	7.73551202135422e-104	Melanocytes	SLC25A3
CCDC501	4.02702885053026e-108	0.251808800435893	0.447	0.179	1.03180533208286e-103	Melanocytes	CCDC50
HMGN3	5.73505873114258e-108	0.326053080287697	0.619	0.316	1.46943674809335e-103	Melanocytes	HMGN3
TCF25	7.6592896683162e-108	0.332036582227453	0.605	0.308	1.96246319881598e-103	Melanocytes	TCF25
NUCB1	4.05214522087249e-107	0.280349504871147	0.517	0.232	1.03824064849195e-102	Melanocytes	NUCB1
SERINC11	6.44584698928465e-107	0.292068534799551	0.561	0.259	1.65155491559451e-102	Melanocytes	SERINC1
CALU1	4.44540354582003e-106	0.262089736009433	0.567	0.253	1.13900129651001e-101	Melanocytes	CALU
RNF181	6.30345837175548e-106	0.28755028520547	0.541	0.254	1.61507210401119e-101	Melanocytes	RNF181
SELENOH	9.21693814860877e-106	0.338907005127723	0.662	0.362	2.36156389243654e-101	Melanocytes	SELENOH
CAMTA1	1.08532780685068e-105	0.312240881912063	0.604	0.304	2.78082690671281e-101	Melanocytes	CAMTA1
XRCC51	1.55252122364189e-105	0.367761606893145	0.771	0.51	3.97786987921526e-101	Melanocytes	XRCC5
NDUFB81	1.81988601915215e-105	0.352959800476616	0.814	0.577	4.66291195827164e-101	Melanocytes	NDUFB8
LSM4	2.2348679524998e-105	0.268393585453113	0.516	0.228	5.72617866789499e-101	Melanocytes	LSM4
NDUFA71	3.69299468118818e-105	0.311542873375451	0.569	0.279	9.46219097214036e-101	Melanocytes	NDUFA7
EMC7	3.70998523669619e-105	0.293508114554302	0.508	0.233	9.50572417346299e-101	Melanocytes	EMC7
SNHG71	1.03819008696754e-104	0.380381359869263	0.668	0.363	2.66005064082823e-100	Melanocytes	SNHG7
ARL6IP53	1.63540774640966e-104	0.338362583743179	0.761	0.471	4.19024172785083e-100	Melanocytes	ARL6IP5
VKORC1	2.86965700327422e-104	0.301240122867176	0.554	0.264	7.35263517378921e-100	Melanocytes	VKORC1
DCTN3	5.22609733716565e-103	0.31412883751012	0.632	0.332	1.33903065972858e-98	Melanocytes	DCTN3
ATP6V1D	9.21052303857432e-103	0.26965130626913	0.462	0.199	2.35992021294351e-98	Melanocytes	ATP6V1D
AOPEP	2.12102068214727e-102	0.367226482260842	0.717	0.435	5.43447919179774e-98	Melanocytes	AOPEP
ATP1B11	3.69700311760208e-102	0.284526274841427	0.456	0.187	9.47246138792004e-98	Melanocytes	ATP1B1
SSNA1	4.32934286500465e-102	0.290316391224507	0.547	0.262	1.10926422887149e-97	Melanocytes	SSNA1
ANAPC11	1.00951018531063e-101	0.32355665394854	0.664	0.363	2.5865669968029e-97	Melanocytes	ANAPC11
GRN	1.2552918426365e-101	0.361004022114571	0.796	0.566	3.21630875920325e-97	Melanocytes	GRN
LAMTOR4	1.372965230747e-101	0.375705117962716	0.738	0.493	3.51781151421997e-97	Melanocytes	LAMTOR4
PNKD	1.6350548208977e-101	0.266573841432387	0.476	0.208	4.18933746210409e-97	Melanocytes	PNKD
NDUFA8	1.78726805748268e-101	0.264527644523208	0.461	0.201	4.57933821688212e-97	Melanocytes	NDUFA8
NDUFS7	1.89906277658636e-101	0.317188696751085	0.61	0.316	4.86577864616957e-97	Melanocytes	NDUFS7
FNTA	6.71639187215219e-101	0.271669802653532	0.448	0.193	1.72087392548283e-96	Melanocytes	FNTA
YWHAB1	3.85915238906493e-100	0.3408409614839	0.889	0.744	9.88792025126217e-96	Melanocytes	YWHAB
ARPC1A	6.24908559372575e-100	0.272443003102318	0.519	0.24	1.60114071082441e-95	Melanocytes	ARPC1A
GNG51	2.38276848853863e-99	0.328072861245785	0.869	0.695	6.10512942133367e-95	Melanocytes	GNG5
RAB2A	8.72666373644747e-99	0.356812462334903	0.705	0.45	2.23594578255257e-94	Melanocytes	RAB2A
TMEM50A1	2.09874377731231e-98	0.345944498002432	0.716	0.441	5.37740130622961e-94	Melanocytes	TMEM50A
OS9	7.59615877698799e-98	0.276763137160822	0.499	0.23	1.94628780183986e-93	Melanocytes	OS9
HSBP1	3.32161449440732e-97	0.348450699249784	0.685	0.414	8.51064065757042e-93	Melanocytes	HSBP1
NDUFA3	4.3921378614799e-97	0.250747588820704	0.467	0.204	1.12535356286838e-92	Melanocytes	NDUFA3
RCN2	9.69279542550619e-97	0.262932071293852	0.485	0.22	2.4834880439232e-92	Melanocytes	RCN2
STRAP	8.25590145403993e-96	0.273248980142648	0.516	0.244	2.11532707055411e-91	Melanocytes	STRAP
RBX11	2.06334924595478e-95	0.328969642287693	0.83	0.615	5.28671343798533e-91	Melanocytes	RBX1
HLA-F	2.92543007387154e-95	0.279059219864302	0.514	0.239	7.49553693527367e-91	Melanocytes	HLA-F
PPDPF1	8.42896937009445e-95	0.336768399011717	0.877	0.718	2.1596705320056e-90	Melanocytes	PPDPF
PSMB4	3.32129024525399e-94	0.305636270990047	0.589	0.308	8.50980986638977e-90	Melanocytes	PSMB4
FAM174C	5.53451142961869e-94	0.256533403831009	0.447	0.197	1.4180525184969e-89	Melanocytes	FAM174C
MAP4	1.4081559258922e-93	0.29555460396878	0.534	0.265	3.607977113321e-89	Melanocytes	MAP4
SRM	4.07737406384644e-93	0.268957279419884	0.473	0.212	1.04470478263873e-88	Melanocytes	SRM
ELOB1	6.14435396923109e-93	0.311621118335883	0.931	0.798	1.57430637399639e-88	Melanocytes	ELOB
HADHB	1.52753505890294e-92	0.264742790757695	0.479	0.221	3.9138503279211e-88	Melanocytes	HADHB
IFITM33	1.93824993419235e-92	0.464676129417227	0.959	0.856	4.96618398138764e-88	Melanocytes	IFITM3
UBE2M	2.66741736514228e-92	0.276237190873306	0.539	0.268	6.83445677296756e-88	Melanocytes	UBE2M
RO60	4.62608746374514e-92	0.254866644824017	0.415	0.177	1.18529612996078e-87	Melanocytes	RO60
TALDO1	3.43697333645683e-91	0.312163362170437	0.647	0.363	8.80621308266968e-87	Melanocytes	TALDO1
TECR1	7.5595771688378e-91	0.284020326114169	0.608	0.32	1.93691486219962e-86	Melanocytes	TECR
ATP5MD1	2.28050442883627e-90	0.325609421539298	0.86	0.693	5.8431084475643e-86	Melanocytes	ATP5MD
DGUOK	9.72585697808957e-89	0.250694330177973	0.445	0.2	2.49195907492611e-84	Melanocytes	DGUOK
MYDGF	4.38654754610289e-88	0.28453952624368	0.531	0.27	1.12392121226248e-83	Melanocytes	MYDGF
CIAO2B	4.65193397763695e-88	0.279684513106955	0.559	0.288	1.19191852375014e-83	Melanocytes	CIAO2B
PSMD9	1.7753392129932e-87	0.25152978680782	0.517	0.253	4.54877413153117e-83	Melanocytes	PSMD9
PDIA6	2.96261568552037e-87	0.299414359955555	0.657	0.38	7.59081390944029e-83	Melanocytes	PDIA6
LSM2	3.01807939981009e-87	0.255963392779278	0.491	0.234	7.73292303819342e-83	Melanocytes	LSM2
OST41	7.05191307692336e-87	0.320213431994906	0.877	0.758	1.8068411685693e-82	Melanocytes	OST4
POLR2F	4.22052377440488e-86	0.266614151894325	0.499	0.245	1.08138260147802e-81	Melanocytes	POLR2F
TMCO1	1.67797109144578e-85	0.270263549545629	0.535	0.272	4.29929753050238e-81	Melanocytes	TMCO1
SCP2	2.15056523991534e-85	0.288610228241782	0.594	0.327	5.51017825771109e-81	Melanocytes	SCP2
SELENOS	3.88311378051033e-85	0.276900784573086	0.562	0.295	9.94931412842357e-81	Melanocytes	SELENOS
POLR2E	6.98818390909016e-85	0.260903054277653	0.528	0.266	1.79051248118708e-80	Melanocytes	POLR2E
RHOA	1.44604009777406e-84	0.32974328028796	0.852	0.723	3.70504393851668e-80	Melanocytes	RHOA
BANF1	6.16794955227361e-84	0.272490614384433	0.561	0.294	1.58035203428355e-79	Melanocytes	BANF1
SOD11	8.62950415458096e-84	0.326247182027147	0.825	0.649	2.21105155448673e-79	Melanocytes	SOD1
ATP6V1G1	8.88786086730837e-84	0.292910780482682	0.884	0.718	2.27724771142175e-79	Melanocytes	ATP6V1G1
PET100	3.47678588215673e-83	0.283261745142986	0.552	0.291	8.90822078726197e-79	Melanocytes	PET100
KIF5B	2.90619027691175e-82	0.279315180845986	0.624	0.351	7.44624072750329e-78	Melanocytes	KIF5B
BRK1	6.38759282184431e-82	0.318773512420624	0.719	0.497	1.63662903281295e-77	Melanocytes	BRK1
TSC22D32	1.44398235352128e-81	0.259452379272514	0.487	0.23	3.69977158619221e-77	Melanocytes	TSC22D3
CLTA	4.16591288330274e-81	0.295287726167899	0.818	0.632	1.06739019895983e-76	Melanocytes	CLTA
PRDX51	1.528068516085e-80	0.291092101616155	0.828	0.616	3.91521715191299e-76	Melanocytes	PRDX5
ATP6V0E1	2.01781037163676e-80	0.295399480697976	0.815	0.627	5.1700337342077e-76	Melanocytes	ATP6V0E1
ZNHIT1	6.04110350798238e-80	0.299779105354146	0.604	0.342	1.54785154081525e-75	Melanocytes	ZNHIT1
CHMP2A1	1.15544385394205e-79	0.313999012247502	0.702	0.463	2.96047824257033e-75	Melanocytes	CHMP2A
IFIT1	1.2546497816022e-79	0.299685297708638	0.347	0.141	3.21466367042117e-75	Melanocytes	IFIT1
CRTAP1	2.261942626524e-79	0.258202216212723	0.491	0.243	5.79554939767978e-75	Melanocytes	CRTAP
PSMD81	2.50800190807254e-79	0.31116455974967	0.773	0.562	6.42600248886346e-75	Melanocytes	PSMD8
TOMM7	2.60414961777984e-79	0.258699123070725	0.979	0.929	6.6723521506755e-75	Melanocytes	TOMM7
FAM177A1	3.80962059351005e-79	0.252032220105997	0.506	0.255	9.76100988469145e-75	Melanocytes	FAM177A1
GABARAPL21	1.73157810132556e-78	0.253789690402158	0.606	0.328	4.43664941121635e-74	Melanocytes	GABARAPL2
BCAP311	3.26136832298029e-78	0.270572339211576	0.637	0.364	8.35627791714009e-74	Melanocytes	BCAP31
COX6A11	3.79752291078921e-78	0.290989929266263	0.91	0.78	9.73001320202411e-74	Melanocytes	COX6A1
MRPL571	8.64666664768292e-78	0.25906135806784	0.562	0.3	2.21544892846932e-73	Melanocytes	MRPL57
MORF4L1	1.68238619335264e-77	0.296888672621166	0.823	0.647	4.31060990460815e-73	Melanocytes	MORF4L1
CBR11	3.18628463923878e-77	0.277003443862696	0.758	0.486	8.16389850265762e-73	Melanocytes	CBR1
SMDT1	1.07919385396037e-76	0.274250817162914	0.569	0.313	2.76511049261727e-72	Melanocytes	SMDT1
ATP6V0B1	1.55071903934759e-76	0.308224985165513	0.686	0.445	3.97325232261638e-72	Melanocytes	ATP6V0B
RPS27L	4.66337010989635e-76	0.336137567920495	0.802	0.616	1.19484868955764e-71	Melanocytes	RPS27L
MRPS21	2.30270269223753e-75	0.277099401665194	0.616	0.36	5.899984838051e-71	Melanocytes	MRPS21
HIGD2A	1.72661843016126e-74	0.291149483915414	0.651	0.399	4.42394174175919e-70	Melanocytes	HIGD2A
SSU72	3.75515446946591e-74	0.257005760298953	0.513	0.269	9.62145678166556e-70	Melanocytes	SSU72
